"district","county","spatial.id","sources","time.of.first.protest","city_county","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","exits_89","pop_change_80to88","pop_county.1984","sum_im.1984","zersetz.1984","zersetz_and_prevent.1984","percentage_employed_persons.1984","percentage_construction_workers.1984","percentage_farmers.1984","industrial_productivity.1984","available_flats.1984","theater_performances.1984","theater_guests.1984","flats_per_ht.1984","hospital_beds_per_ht.1984","theater_guests_per_ht.1984","theater_perf_per_ht.1984","percentage_female.1984","pop.log.1984","ovs_clean.1984","opks_clean.1984","sum_im_clean.1984","ims_clean.1984","pop_change_yearly.1984","petition_sum.1984","pop_county.1985","sum_im.1985","parrests.1985","zersetz.1985","zersetz_and_prevent.1985","pop.log.1985","ovs_clean.1985","opks_clean.1985","sum_im_clean.1985","ims_clean.1985","pop_change_yearly.1985","petition_sum.1985","pop_county.1986","sum_im.1986","parrests.1986","zersetz.1986","zersetz_and_prevent.1986","pop.log.1986","ovs_clean.1986","opks_clean.1986","sum_im_clean.1986","ims_clean.1986","pop_change_yearly.1986","petition_sum.1986","pop_county.1987","sum_im.1987","parrests.1987","zersetz.1987","zersetz_and_prevent.1987","percentage_employed_persons.1987","percentage_construction_workers.1987","percentage_farmers.1987","industrial_productivity.1987","available_flats.1987","theater_performances.1987","theater_guests.1987","flats_per_ht.1987","hospital_beds_per_ht.1987","theater_guests_per_ht.1987","theater_perf_per_ht.1987","percentage_female.1987","pop.log.1987","ovs_clean.1987","opks_clean.1987","sum_im_clean.1987","ims_clean.1987","pop_change_yearly.1987","petition_sum.1987","pop_county.1988","sum_im.1988","parrests.1988","zersetz.1988","zersetz_and_prevent.1988","pop.log.1988","ovs_clean.1988","opks_clean.1988","sum_im_clean.1988","ims_clean.1988","petition_sum.1988","sum.participants","n.protest.events","OPKs_DVP_86","OPKs_DVP_87","OPKs_DVP_88","ovs.sum","petition.sum","zersetz_and_prevent.sum","parrests.sum","OPKs_DVP_sum","sum.participants_ht","mean.participants_ht","pop_county.1984.log","pop_county.1985.log","pop_county.1986.log","pop_county.1987.log"
"Neubrandenburg","Roebel","RoebelNeubrandenburg","Schwabe",53,0,1,0,71.3683712618,2,0,1,111.993278833,28,-0.0162165153863184,17900,110,NA,NA,302.8,8.7,26.8,218,6959,713,168,38877.094972067,950,938.547486033519,3983.24022346369,0.515723270440252,9.79255599182885,1,10,110,100,0.0223513634331694,NA,17882,110,1,NA,0,9.79154989929526,1,7,110,99,-0.100558659217877,NA,17899,104,1,NA,NA,9.7925001243465,1,7,104,95,0.0950676658091936,NA,17913,95,2,NA,0,307,8.1,27.1,239,7629,775,175,42589.1810417016,930,976.944118796405,4326.46681181265,0.51241134751773,9.7932819852151,1,6,95,86,0.0782166601486116,NA,17775,92,2,NA,0,9.78554825467144,3,5,92,82,NA,4000,2,14,12,14,7,0,0,6,40,22346.3687150838,11173.1843575419,9.79255599182885,9.79154989929526,9.7925001243465,9.7932819852151
"Halle","Rosslau","RosslauHalle","Schwabe",34,0,2,0,95.1364185381,2,0,1,94.357808695,61,-0.0412090158349459,35128,172,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,60606.9232521066,960,3040.30972443635,9955.02163516283,0.527598844957797,10.4667538122416,9,27,172,148,-0.46751480463548,NA,34890,NA,1,0,0,10.4599555341808,NA,NA,NA,NA,-0.677522204509223,1030,35255,191,5,NA,NA,10.4703626421531,4,24,191,169,1.04614502722843,1506,34878,173,4,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,58546.9350306784,940,3446.29852629165,10393.3711795401,0.524277846465101,10.4596115369294,4,27,173,154,-1.06935186498369,1229,35179,171,5,NA,NA,10.4682045926459,NA,NA,171,154,1284,18550,7,91,71,61,17,5049,0,15,223,52806.8777043954,7543.83967205648,10.4667538122416,10.4599555341808,10.4703626421531,10.4596115369294
"Rostock","Rostock (Stadt)","Rostock (Stadt)Rostock","Schwabe",34,1,1,1,61.2032499099,1,0,1,199.708529612,829,0.111821226115695,241910,569,NA,NA,458.3,7.9,14.5,202,10040,2581,663,4150.30383200364,1060,274.068868587491,1066.92571617544,0.518440111420613,12.3963210351401,NA,NA,NA,NA,0.31682051537243,3955,244444,590,28,NA,4,12.4067415228089,NA,NA,NA,NA,1.04749700301765,5181,249349,657,38,NA,4,12.4266088005391,NA,NA,NA,NA,2.00659455744465,5181,251894,690,32,NA,NA,468.5,7.4,14.6,233,10155,2531,564,4031.45767664176,1030,223.903705526928,1004.78772817137,0.513134851138354,12.4367636430812,NA,NA,NA,NA,1.02065779289269,4793,253990,651,72,NA,NA,12.4450501751469,NA,NA,NA,NA,4440,5800,7,30,26,20,0,23550,8,170,76,2397.58587904593,342.512268435132,12.3963210351401,12.4067415228089,12.4266088005391,12.4367636430812
"Gera","Rudolstadt","RudolstadtGera","Schwabe",62,0,5,0,22.3553633244,2,0,1,249.515513802,520,-0.0157045597574232,69425,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,12986.6762693554,1050,521.425999279798,1474.97299243788,0.527890056588521,11.148002312175,NA,NA,NA,NA,-0.189772416866742,NA,69421,223,1,0,0,11.1479446943826,NA,NA,223,202,-0.00576161325171048,NA,69097,236,2,0,0,11.1432665934732,NA,NA,236,212,-0.466717563849556,NA,69243,235,12,0,0,379.1,5.9,9.6,297,9145,1018,319,13207.1111881345,1100,460.69638808255,1470.18471181202,0.524554776038856,11.1453773359079,NA,NA,235,216,0.211297161960722,NA,68818,217,13,0,0,11.1392206176098,NA,NA,217,201,NA,5050,10,16,13,24,0,0,0,28,53,7274.03673028448,727.403673028448,11.148002312175,11.1479446943826,11.1432665934732,11.1453773359079
"Rostock","Ruegen","RuegenRostock","Schwabe",64,0,4,0,134.255002473,7,0,0,213.731114885,81,0.032347252382139,84780,377,NA,NA,458.3,7.9,14.5,202,10040,2581,663,11842.4156640717,1060,782.024062278839,3044.35008256664,0.518440111420613,11.3478149449066,NA,31,377,323,0.171323920363916,NA,85205,380,7,NA,0,11.3528153965415,4,27,380,327,0.501297475819769,NA,85940,394,5,NA,1,11.361404657329,4,30,394,336,0.862625432779766,NA,86768,382,3,NA,NA,468.5,7.4,14.6,233,10155,2531,564,11703.6234556519,1030,650.009219988936,2916.9739996312,0.513134851138354,11.3709931690808,5,23,382,329,0.963462881079823,NA,86999,368,15,NA,NA,11.3736519033178,5,13,368,316,NA,28700,16,30,26,20,18,0,1,30,76,33852.3236612409,2115.77022882755,11.3478149449066,11.3528153965415,11.361404657329,11.3709931690808
"Gera","Saalfeld","SaalfeldGera","Schwabe",54,0,2,0,8.8773482522,3,0,1,254.909294707,366,-0.00965725873474951,58935,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,15298.2098922542,1050,614.236022736913,1737.5074234326,0.527890056588521,10.9841904206607,NA,NA,NA,NA,-1.16054807385916,NA,58817,257,6,0,1,10.9821862077471,NA,NA,257,199,-0.200220581997115,NA,58591,248,6,0,1,10.9783363801522,NA,NA,248,191,-0.384242650934254,NA,58572,260,10,0,1,379.1,5.9,9.6,297,9145,1018,319,15613.262309636,1100,544.628832889435,1738.03182407977,0.524554776038856,10.9780120456751,NA,NA,260,201,-0.032428188629653,NA,59581,262,20,0,2,10.9950920102822,NA,NA,262,209,NA,35950,16,16,13,24,0,0,5,42,53,60999.4061253924,3812.46288283702,10.9841904206607,10.9821862077471,10.9783363801522,10.9780120456751
"Magdeburg","Salzwedel","SalzwedelMagdeburg","Schwabe",62,0,1,0,10.3563614218,1,0,1,157.441982263,48,0.0950131233595801,41069,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,38386.6176434781,1080,1414.69234702574,4229.46748155543,0.52705826093887,10.6230088579812,NA,22,NA,NA,-0.233207822179036,1094,40995,NA,7,NA,NA,10.6212053870303,NA,19,NA,NA,-0.180184567435292,824,40830,184,1,NA,NA,10.6171723843136,NA,20,184,167,-0.402488108305891,1102,40850,NA,3,NA,NA,651.9,7.3,15.3,227,17705,1828,585,43341.4932680539,1050,1432.06854345165,4474.90820073439,0.523371218184729,10.6176621002881,NA,24,NA,NA,0.0489835904971834,843,45892,NA,6,NA,NA,10.734046088919,NA,27,NA,NA,1023,237950,25,43,38,42,0,4886,0,17,123,579390.781367942,23175.6312547177,10.6230088579812,10.6212053870303,10.6171723843136,10.6176621002881
"Halle","Sangerhausen","SangerhausenHalle","Schwabe",65,0,4,0,38.0297920217,11,0,1,190.550914632,115,-0.0168223834608886,79170,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,26891.4993052924,960,1348.99583175445,4417.07717569786,0.527598844957797,11.2793527181655,5,27,NA,NA,-0.297206760194444,1259,78882,NA,3,1,1,11.2757083439247,NA,NA,NA,NA,-0.363774156877605,1282,78549,NA,9,NA,NA,11.271477912858,5,22,NA,NA,-0.42214953981897,2062,79005,201,4,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,25846.4654135814,940,1521.42269476615,4588.31719511423,0.524277846465101,11.2772664205856,6,30,201,182,0.580529351105679,1565,79134,202,11,NA,NA,11.2788978970539,NA,NA,202,183,1324,500,2,91,71,61,16,7492,1,27,223,631.552355690287,315.776177845143,11.2793527181655,11.2757083439247,11.271477912858,11.2772664205856
"Gera","Schleiz","SchleizGera","Schwabe",50,0,7,0,13.0088738628,0,0,1,247.410508729,92,-0.0217444046824771,32428,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,27803.1330948563,1050,1116.31923029481,3157.76489453559,0.527890056588521,10.3867775261076,NA,NA,NA,NA,-0.359502227684744,NA,32341,127,0,0,0,10.3840910541125,NA,NA,127,105,-0.268286665844332,NA,32286,115,0,0,0,10.3823889787175,NA,NA,115,91,-0.170062768621873,NA,32375,107,0,0,0,379.1,5.9,9.6,297,9145,1018,319,28247.1042471042,1100,985.328185328185,3144.40154440154,0.524554776038856,10.3851417990018,NA,NA,107,89,0.275661277333829,NA,32257,109,4,0,0,10.3814903529346,NA,NA,109,92,NA,18030,23,16,13,24,0,0,0,4,53,55600.098680153,2417.39559478926,10.3867775261076,10.3840910541125,10.3823889787175,10.3851417990018
"Suhl","Schmalkalden","SchmalkaldenSuhl","Schwabe",59,0,3,0,25.803136917,2,0,1,286.412115436,50,-0.00579487965659972,65079,219,NA,0,296.5,5.9,7.9,223,5557,456,211,8538.85277893022,900,324.22133099771,700.68685751164,0.524077775758677,11.0833571955112,4,17,219,193,-0.00460956946621186,562,64929,219,1,NA,NA,11.0810496441826,4,14,219,196,-0.230489097865671,550,64859,NA,4,NA,NA,11.0799709619195,6,18,NA,NA,-0.107810069460488,764,64789,193,3,NA,NA,297.4,5.7,8,251,5668,453,182,8748.39864791863,890,280.911883190048,699.1927642038,0.518127163417745,11.0788911148443,3,22,193,NA,-0.107926425014262,NA,64852,205,3,NA,NA,11.07986302967,NA,NA,205,NA,634,1400,3,23,23,23,17,2510,0,11,69,2151.2315800796,717.077193359865,11.0833571955112,11.0810496441826,11.0799709619195,11.0788911148443
"Leipzig","Schmoelln","SchmoellnLeipzig","Schwabe",54,0,2,0,60.0199750278,2,0,1,195.372408463,73,-0.0750951126719344,32707,163,0,0,706.9,6.6,8.3,176,19437,2262,1205,59427.6454581588,1230,3684.22661815513,6915.95071391445,0.535476878612717,10.3953444012545,3,23,163,157,-0.734468420892895,1436,32351,172,0,0,0,10.3844002113524,3,17,172,165,-1.08845201333048,1157,32024,174,3,0,0,10.3742409006724,2,7,174,167,-1.01078792000247,1332,31838,166,1,0,0,705,6.5,8.3,189,19031,2048,948,59774.4833218167,1200,2977.57396821408,6432.56485960173,0.530966325036603,10.3684158239151,3,13,166,160,-0.580814389208094,1036,31604,162,11,0,0,10.3610389738426,2,13,162,157,846,21700,8,35,28,32,13,5807,0,15,95,66346.6536215489,8293.33170269361,10.3953444012545,10.3844002113524,10.3742409006724,10.3684158239151
"Magdeburg","Schoenebeck","SchoenebeckMagdeburg","Schwabe",52,0,3,0,54.0506245711,11,0,1,127.71393356,133,-0.0367802638094809,86281,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,18271.6936521366,1080,673.381161553529,2013.18946233817,0.52705826093887,11.3653646906075,9,39,NA,NA,-0.626547653325655,1090,86118,NA,10,NA,NA,11.3634737277994,NA,33,NA,NA,-0.188917606425517,1176,86072,NA,7,NA,NA,11.3629394342737,NA,29,NA,NA,-0.0534150816321791,1981,85825,NA,12,NA,NA,651.9,7.3,15.3,227,17705,1828,585,20629.1872997378,1050,681.619574715992,2129.9155257792,0.523371218184729,11.3600656183259,NA,45,NA,NA,-0.286969049168138,1625,85584,NA,21,NA,NA,11.357253628771,NA,42,NA,NA,1438,2980,4,43,38,42,9,7310,0,50,123,3453.83108679779,863.457771699447,11.3653646906075,11.3634737277994,11.3629394342737,11.3600656183259
"Karl-Marx-Stadt","Schwarzenberg","SchwarzenbergKarl-Marx-Stadt","Schwabe",52,0,3,0,51.4998965753,3,0,1,229.597273917,222,-0.0138450164661604,57371,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,43677.1191019853,870,1587.910268254,4512.73291384149,0.535546027208724,10.9572942281569,NA,NA,NA,NA,-0.778263952543194,1253,57157,153,5,NA,0,10.9535571464117,12,20,153,139,-0.37301075456241,813,57465,144,3,NA,NA,10.9589313458029,NA,NA,144,128,0.538866630508949,941,58406,147,7,NA,NA,962.6,5.9,6,216,26486,2527,820,45348.0806766428,940,1403.96534602609,4326.61027976578,0.532388772607739,10.975173903265,21,36,147,131,1.63751848951536,717,58692,141,6,NA,0,10.9800587103274,18,27,141,125,622,10750,11,44,52,52,51,4346,0,21,148,18737.689773579,1703.42634305264,10.9572942281569,10.9535571464117,10.9589313458029,10.975173903265
"Frankfurt","Schwedt/Oder","Schwedt/OderFrankfurt","Schwabe",62,0,1,0,178.279873159,1,1,1,84.1355692418,185,-0.0234000931532371,51452,357,0,2,316.7,8.7,16.1,261,8560,983,171,16636.8654279717,850,332.348596750369,1910.51854155329,0.519807583474816,10.8484046131986,11,47,357,309,-0.826892311250747,456,51634,344,6,0,1,10.8519356492093,9,47,344,299,0.353727746248931,770,51753,321,7,0,2,10.8542376804619,10,40,321,276,0.230468296083976,551,52167,306,11,0,1,323.3,8.2,16,308,8218,1087,182,15753.2539728181,810,348.879559875017,2083.69275595683,0.514394045780087,10.8622053900502,9,40,306,258,0.799953625876761,527,52419,316,12,0,5,10.8670244000071,9,40,316,262,NA,54750,17,30,27,24,48,2304,11,36,81,106409.857731478,6259.40339596929,10.8484046131986,10.8519356492093,10.8542376804619,10.8622053900502
"Schwerin","Schwerin (Stadt)","Schwerin (Stadt)Schwerin","Schwabe",50,1,1,1,30.9035591149,1,0,1,181.398771025,543,0.0994127940236228,126390,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,5151.51515151515,1020,213.62449560883,894.84927605032,0.521276595744681,11.7471276436412,NA,NA,NA,NA,1.13222644528906,2765,127538,NA,29,NA,NA,11.7561696383914,NA,NA,NA,NA,0.908299707255321,2341,128328,NA,15,NA,NA,11.7623447652967,NA,NA,NA,NA,0.619423230723392,2690,129475,NA,32,NA,NA,293.3,7,22.1,230,6158,911,196,4756.13052712879,980,151.380575400656,703.610735663255,0.517857142857143,11.7712430912921,NA,NA,NA,NA,0.893803378841718,NA,130685,NA,23,NA,NA,11.780545126385,NA,NA,NA,NA,2374,3930,7,16,23,27,0,10170,0,99,66,3109.42321386186,444.203316265979,11.7471276436412,11.7561696383914,11.7623447652967,11.7712430912921
"Dresden","Sebnitz","SebnitzDresden","Schwabe",55,0,4,0,163.418320844,2,0,1,177.720607139,320,-0.0429972942627326,53045,220,NA,NA,912.4,6,7.9,205,20044,2795,1227,37786.7848053539,970,2313.13036101423,5269.11113205769,0.533535217586362,10.8788958888934,3,9,220,203,-0.627575871112776,NA,52820,260,2,NA,2,10.8746451858511,4,14,260,214,-0.424168159110189,NA,52651,247,2,NA,1,10.8714405107341,3,17,247,203,-0.319954562665657,NA,52441,252,2,NA,1,912.1,5.8,8.1,227,21568,3078,1445,41128.1249404092,970,2755.47758433287,5869.45329036441,0.528839078507953,10.8674440071085,3,24,252,207,-0.398852823308199,NA,51993,251,6,NA,0,10.8588643731175,5,29,251,206,NA,6200,5,48,51,54,18,0,4,12,153,11688.1892732586,2337.63785465171,10.8788958888934,10.8746451858511,10.8714405107341,10.8674440071085
"Cottbus","Senftenberg","SenftenbergCottbus","Schwabe",52,0,6,0,181.395311216,6,0,1,119.975216807,327,-0.037116333528477,115818,NA,NA,NA,456.9,6.9,11,221,9681,763,260,8358.80433093302,790,224.490148336183,658.792243001951,0.520656479909451,11.6597752724559,NA,NA,NA,NA,-0.328743545611015,NA,115259,NA,11,NA,NA,11.6549370489162,NA,NA,NA,NA,-0.482653818922793,NA,115035,515,14,NA,NA,11.6529917088671,NA,NA,515,428,-0.19434491015886,NA,115237,456,14,NA,NA,462.2,6.6,10.8,248,9015,724,291,7823.00823520223,760,252.52306116959,628.270433975199,0.516668550118657,11.6547461562321,NA,NA,456,375,0.175598730821054,NA,115132,418,26,NA,NA,11.6538345751836,NA,NA,418,356,NA,500,2,48,39,30,0,0,0,65,117,431.711823723428,215.855911861714,11.6597752724559,11.6549370489162,11.6529917088671,11.6547461562321
"Erfurt","Soemmerda","SoemmerdaErfurt","Schwabe",59,0,6,0,57.376208285,6,0,1,213.102280468,154,-0.00653750148579579,67105,182,0,0,637.4,6.4,11.4,223,14197,2331,823,21156.3966917517,1050,1226.43618210268,3473.66068102228,0.525988198205481,11.1140138358319,2,31,182,160,-0.288265798897458,NA,66812,218,4,NA,2,11.1096379841098,3,25,218,191,-0.436629163251621,1217,66569,230,8,NA,NA,11.1059942827003,3,34,230,206,-0.36370711848171,NA,66615,227,4,NA,NA,645.9,6.2,11.3,258,14027,2366,777,21056.8190347519,1030,1166.40396307138,3551.75260827141,0.52273645101365,11.1066850563943,1,NA,227,201,0.0691012333067944,1042,66864,NA,8,NA,NA,11.1104159846877,NA,NA,NA,NA,1149,27775,12,31,38,24,9,3408,2,24,93,41390.3583935623,3449.19653279686,11.1140138358319,11.1096379841098,11.1059942827003,11.1066850563943
"Erfurt","Sondershausen","SondershausenErfurt","Schwabe",52,0,5,0,28.8196963592,2,0,1,223.720680204,74,-0.0199917300397318,54576,173,0,0,637.4,6.4,11.4,223,14197,2331,823,26013.2659044269,1050,1507.98885957197,4271.10817941953,0.525988198205481,10.9073495046584,5,31,173,136,-0.366942329809957,1398,54491,197,6,0,1,10.9057908293999,5,29,197,161,-0.155746115508648,1280,54453,220,10,NA,NA,10.9050932232621,3,28,220,183,-0.0697362867262484,832,54375,214,3,NA,NA,645.9,6.2,11.3,258,14027,2366,777,25796.7816091954,1030,1428.96551724138,4351.26436781609,0.52273645101365,10.903659768391,1,NA,214,185,-0.143242796540136,848,54511,NA,3,NA,NA,10.9061577951478,NA,NA,NA,NA,841,33250,20,31,38,24,14,5199,1,22,93,60924.2157725007,3046.21078862504,10.9073495046584,10.9057908293999,10.9050932232621,10.903659768391
"Suhl","Sonneberg","SonnebergSuhl","Schwabe",57,0,3,0,3.25420519642,3,0,1,284.739819882,122,-0.0430612644353102,60109,344,NA,1,296.5,5.9,7.9,223,5557,456,211,9244.87181620057,900,351.028964048645,758.621836996124,0.524077775758677,11.0039148597278,9,48,344,301,-0.315096436093468,1072,59736,341,5,NA,NA,10.9976901327155,8,34,341,296,-0.620539353507794,1062,59474,279,3,NA,NA,10.9932945212425,11,29,279,NA,-0.43859649122807,1178,59091,239,3,NA,NA,297.4,5.7,8,251,5668,453,182,9591.98524309963,890,307.999526154575,766.614205208915,0.518127163417745,10.9868339075338,4,33,239,NA,-0.643978881528063,NA,58668,248,11,NA,NA,10.9796497123666,NA,NA,248,NA,890,540,2,23,23,23,32,4202,1,22,69,898.367964863831,449.183982431915,11.0039148597278,10.9976901327155,10.9932945212425,10.9868339075338
"Cottbus","Spremberg","SprembergCottbus","Schwabe",55,0,2,0,215.472835611,4,0,1,124.058184957,58,-0.0169193934557063,43861,NA,NA,NA,456.9,6.9,11,221,9681,763,260,22072.0001823944,790,592.781742322336,1739.58642073824,0.520656479909451,10.6887808215296,NA,NA,NA,NA,0.610161715793096,NA,43778,NA,4,NA,NA,10.6868866870731,NA,NA,NA,NA,-0.189234171587515,557,43647,NA,3,NA,NA,10.6838898303835,NA,NA,NA,NA,-0.299237059710357,1150,43482,NA,5,NA,NA,462.2,6.6,10.8,248,9015,724,291,20732.7169863392,760,669.242445149717,1665.05680511476,0.516668550118657,10.6801023383373,NA,NA,NA,NA,-0.378032854491718,925,43113,NA,9,NA,NA,10.6715798547424,NA,NA,NA,NA,806,15500,4,48,39,30,0,3438,0,21,117,35338.9115615239,8834.72789038098,10.6887808215296,10.6868866870731,10.6838898303835,10.6801023383373
"Gera","Stadtroda","StadtrodaGera","Schwabe",57,0,2,0,43.9425047429,1,0,1,218.469717348,229,0.0110009017132552,33756,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,26709.3257494964,1050,1072.40194335822,3033.53477900225,0.527890056588521,10.4269134582779,NA,NA,NA,NA,0.207801460547408,NA,33962,150,3,0,1,10.4329975315062,NA,NA,150,102,0.610261879369594,NA,33866,139,2,0,1,10.4301668402253,NA,NA,139,96,-0.282668865202285,NA,33709,144,5,0,0,379.1,5.9,9.6,297,9145,1018,319,27129.2533151384,1100,946.334806728174,3019.96499451185,0.524554776038856,10.4255201430002,NA,NA,144,107,-0.463591802988248,NA,33636,151,6,0,0,10.4233522009528,NA,NA,151,118,NA,48850,17,16,13,24,0,0,2,16,53,144715.013627207,8512.64786042394,10.4269134582779,10.4329975315062,10.4301668402253,10.4255201430002
"Magdeburg","Stassfurt","StassfurtMagdeburg","Schwabe",62,0,5,0,41.4409928659,3,0,1,147.702609139,120,-0.062483090741843,71782,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,21962.3303892341,1080,809.39511298097,2419.82669750077,0.52705826093887,11.1813890272279,NA,36,NA,NA,-0.874128288338052,1097,71286,NA,4,NA,NA,11.1744552336863,NA,31,NA,NA,-0.690981025883926,991,70596,174,2,NA,NA,11.1647287646525,NA,28,174,150,-0.967931992256544,1279,70365,NA,6,NA,NA,651.9,7.3,15.3,227,17705,1828,585,25161.6570738293,1050,831.379236836495,2597.88246997797,0.523371218184729,11.1614512594307,NA,33,NA,NA,-0.327214006459289,1211,69305,NA,12,NA,NA,11.1462723326475,NA,34,NA,NA,1142,2400,3,43,38,42,0,5720,0,24,123,3343.45657685771,1114.48552561924,11.1813890272279,11.1744552336863,11.1647287646525,11.1614512594307
"Magdeburg","Stendal","StendalMagdeburg","Schwabe",46,0,4,0,47.9083295097,6,0,1,109.364874647,121,0.0526202076289038,76525,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,20601.1107481215,1080,759.229010127409,2269.84645540673,0.52705826093887,11.2453727638136,NA,39,NA,NA,-0.00914650081011864,1924,76874,NA,5,NA,NA,11.2499229968941,NA,47,NA,NA,0.456060111074812,1327,77942,NA,5,NA,NA,11.2637202393282,NA,41,NA,NA,1.38928636470068,1980,78232,NA,8,NA,NA,651.9,7.3,15.3,227,17705,1828,585,22631.4040290418,1050,747.775846201043,2336.63973821454,0.523371218184729,11.2674340499921,NA,37,NA,NA,0.372071540376177,1326,97440,NA,21,NA,NA,11.4869920829437,NA,31,NA,NA,2006,4296,11,43,38,42,0,8563,0,39,123,5613.85168245671,510.35015295061,11.2453727638136,11.2499229968941,11.2637202393282,11.2674340499921
"Schwerin","Sternberg","SternbergSchwerin","Schwabe",65,0,1,0,55.0802376136,0,0,1,172.315025335,17,-0.0285317510415352,23343,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,27892.7301546502,1020,1156.66366790901,4845.13558668552,0.521276595744681,10.058052432285,NA,NA,NA,NA,-0.663858036512192,NA,23176,NA,1,NA,NA,10.0508725394492,NA,NA,NA,NA,-0.715417898299276,NA,23145,NA,2,NA,NA,10.0495340534654,NA,NA,NA,NA,-0.133759061097687,NA,23203,NA,2,NA,NA,293.3,7,22.1,230,6158,911,196,26539.6715941904,980,844.71835538508,3926.21643752963,0.517857142857143,10.0520368596394,NA,NA,NA,NA,0.250594080794988,NA,23085,NA,4,NA,NA,10.0469383349411,NA,NA,NA,NA,NA,4100,11,16,23,27,0,0,0,9,66,17564.1519941738,1596.74109037944,10.058052432285,10.0508725394492,10.0495340534654,10.0520368596394
"Karl-Marx-Stadt","Stollberg","StollbergKarl-Marx-Stadt","Schwabe",54,0,4,0,65.8440997505,1,0,1,205.311090985,548,-0.066026396417629,81885,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,30601.4532576174,870,1112.5358734811,3161.7512364902,0.535546027208724,11.313071102884,NA,NA,NA,NA,-0.945963927564808,1016,81145,196,6,NA,1,11.30399295675,10,44,196,182,-0.903706417536789,604,80340,197,3,NA,NA,11.2940229079133,NA,NA,197,185,-0.992051266251772,775,79873,203,6,NA,NA,962.6,5.9,6,216,26486,2527,820,33160.1417249884,940,1026.62977476744,3163.77248882601,0.532388772607739,11.2881931522427,14,64,203,192,-0.581279561862086,NA,79257,202,7,NA,0,11.2804510159145,12,45,202,191,NA,16800,8,44,52,52,36,2395,1,22,148,20516.5781278622,2564.57226598278,11.313071102884,11.30399295675,11.2940229079133,11.2881931522427
"Rostock","Stralsund (Stadt)","Stralsund (Stadt)Rostock","Schwabe",50,1,1,0,115.161772077,1,0,0,198.868154213,191,0.0155907397193936,75440,525,NA,NA,458.3,7.9,14.5,202,10040,2581,663,13308.5896076352,1060,878.844114528102,3421.2619300106,0.518440111420613,11.2310929173073,NA,33,525,463,0.139377447401606,NA,75480,528,8,NA,1,11.2316229994825,9,37,528,463,0.0530222693531283,NA,75857,487,6,NA,1,11.2366052679278,6,21,487,423,0.499470058293588,NA,75846,470,7,NA,NA,468.5,7.4,14.6,233,10155,2531,564,13388.9723914247,1030,743.612056008227,3337.02502439153,0.513134851138354,11.2364602477236,7,19,470,410,-0.0145009689283784,NA,75498,478,14,NA,NA,11.23186144482,6,23,478,421,NA,17800,6,30,26,20,28,0,2,35,76,23594.9098621421,3932.48497702368,11.2310929173073,11.2316229994825,11.2366052679278,11.2364602477236
"Suhl","Suhl (Stadt)","Suhl (Stadt)Suhl","Schwabe",34,1,1,1,24.7910695638,1,0,1,285.477836007,100,0.200438886166564,53500,NA,NA,2,296.5,5.9,7.9,223,5557,456,211,10386.9158878505,900,394.392523364486,852.336448598131,0.524077775758677,10.8874369328841,NA,NA,NA,NA,3.41961299800893,895,54392,NA,1,NA,1,10.9039723632063,NA,NA,NA,NA,1.66728971962617,506,55295,NA,4,NA,NA,10.9204377675095,NA,NA,NA,NA,1.66017061332549,829,55837,NA,5,NA,NA,297.4,5.7,8,251,5668,453,182,10150.9751598402,890,325.948743664595,811.290004835503,0.518127163417745,10.9301920110647,NA,NA,NA,NA,0.98019712451397,NA,56345,NA,9,NA,NA,10.9392487843865,NA,NA,NA,NA,664,740,4,23,23,23,0,2894,3,19,69,1383.17757009346,345.794392523364,10.8874369328841,10.9039723632063,10.9204377675095,10.9301920110647
